# Tier-1 platform case ledger for the compiled-build CI gates.
#
# This table names the compiled-build behaviour the task acceptance criteria
# require each runner to execute.  `.github/ci/platform-case-gate.sh` enforces
# it against a real `go test -json` stream:
#
#   * every row listing this GOOS in `must_run_on` must be observed PASSING.
#     A rename, a deletion, a `-run` filter matching nothing, a missing
#     interpreter or an unset conformance root all fail here by name instead
#     of quietly shrinking the run.
#   * a skip of a listed case -- or of any of its subtests -- is FATAL unless
#     a row tolerates it on this GOOS.
#   * `.github/ci/ledger-consistency.sh` separately proves, from `go list` on
#     each target GOOS, that every case a row requires is actually compiled
#     into that platform's build, and that no platform where a case IS
#     compiled in is left undeclared.
#
# Columns are TAB separated:
#   package  test  must_run_on  skip_allowed_on  class  behaviour
#
# `test` may name a subtest (`Parent/child`) or use the `Parent/*` form, which
# tolerates a skip of any subtest of `Parent` while still requiring `Parent`
# itself to pass.  `must_run_on` / `skip_allowed_on` take a comma separated
# subset of {linux,darwin,windows}, or `-` for the empty set.
#
# `class` records WHY a tolerated skip is legitimate and is checked against
# the reason text the test actually printed:
#   platform-control  a control rc5-native-control-inventory-v1 defines for
#                     another platform only -- the AC's explicit carve-out
#   host-capability   the runner filesystem cannot create the artefact the
#                     vector needs (symlink, hard link, reparse point, FIFO,
#                     non-UTF-8 name)
#   root-content      the supplied conformance root publishes no such vector
#                     group
#   opt-in            an explicit developer environment variable
#
# A GOOS on which the case's package is excluded by the supplied conformance
# root's own qualification vector (see `.github/ci/suite-plan.sh`) is neither
# required nor an omission: the exclusion is asserted positively by the
# rejection case at the bottom of this file.
#
# package	test	must_run_on	skip_allowed_on	class	behaviour

# ===========================================================================
# Windows DACL / security descriptor
# ===========================================================================
# TASK-260728-1skseh), so `internal/godriver` does not execute there.  This
# case proves the exclusion is real fail-closed behaviour: an uncovered
# platform is refused BEFORE the worker starts.  It is required on every
# runner, including the one where the package is otherwise excluded.
# ===========================================================================
internal/godriver	TestProbeRejectsAnUncoveredPlatformBeforeTheWorker	linux,darwin,windows	-	-	an uncovered inventory platform (including linux) is rejected before the worker starts

# ===========================================================================
# Schema-8 suite consumption.
#
# Schema 8 is one shared bump carrying script-worker-v1 and first-party module
# roots. The pinned implementation jobs of curator-spec pass against a schema-8
# suite while consuming none of it (TASK-260823-omp8zt), so presence of the
# families in the root is not evidence: `.github/ci/root-artifacts.tsv` makes a
# root that stops publishing them defer the package, and the candidate lane's
# CI_REQUIRE_FULL_ROOT=1 makes that deferral fatal.
#
# These rows are the other half. They name the cases that actually READ the
# schema-8 families, so a rename, a deletion or a -run filter matching nothing
# fails by name instead of shrinking the run. Every row is required on all
# three runners.
#
# The `internal/config` rows below tolerate NOTHING. The committed SPEC_PIN
# publishes the schema-2 config families, so `suite-plan.sh` never defers that
# package and the `root-unset` tolerance it used to carry could not fire: a
# tolerance that cannot fire states a survivable skip that the gate would in
# fact refuse, and it would come back to life unnoticed if the pin regressed.
#
# The remaining `root-unset` rows here -- internal/skillspec, internal/marker,
# internal/moduleroots and internal/scriptpolicy -- keep their column. Their
# families were already published by the previous pin, so they lost no
# deferral in this move and are outside the change that removed the others.
# `root-unset` is `deferred-only` in `.github/ci/skip-classes.tsv`, so a lane
# that serves the package refuses the skip on policy whatever the row says;
# `internal/godriver` carries `root-content` because that case guards its own
# read, and `root-content` is policy `allow` in every lane.
# ===========================================================================
internal/skillspec	TestReleasedSchemaCases	linux,darwin,windows	linux,darwin,windows	root-unset	the published agent-skill-v8 and csk-skill-v8 families are loaded, and every case in them is consumed
internal/marker	TestReadAuthoritativeMarkerV4SchemaCases	linux,darwin,windows	linux,darwin,windows	root-unset	the published install-marker-v4 family is read back through the marker reader
cmd/curator	TestContextExposureDistinguishesAbsentAndUnreadableBuildRoots	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves a failed build-root metadata read
internal/adapters	TestStageProjectRefusesAnUnreadableAdapterLedger	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves adapter staging preserves ledger read failures
internal/contextlock	TestReadDistinguishesAbsentAndUnreadableLock	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves context lock reads preserve failures
internal/contextstore	TestExistsDistinguishesAbsentFromUnreadable	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves context entry metadata failures
internal/envprofile	TestCurrentPointerAbsenceAndUnreadabilityDiffer	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves current pointer read failures
internal/envprofile	TestScopedCurrentAbsenceAndUnreadabilityDiffer	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves scoped current read failures
internal/envprofile	TestScopedCurrentReadFailureDoesNotFallBackToMachineCurrent	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves scoped current failures do not fall back
internal/envprofile	TestProfileSourceAbsenceAndUnreadabilityDiffer	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves profile source failures
internal/envprofile	TestUnreadableDefaultProfileSourceDoesNotRecreateDefault	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves default source failures stop recreation
internal/envprofile	TestOverlayOwnerLockAbsenceAndUnreadabilityDiffer	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves lock read failures
internal/envprofile	TestImportAbsentAndUnreadableRootSurfaceDiffer/unreadable_is_a_typed_loss	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves import root read failures
internal/envprofile	TestImportAbsentAndUnreadableSkillsLedgerDiffer/unreadable_ledger_is_a_typed_loss	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves import ledger read failures
internal/envprofile	TestImportAbsentAndUnreadableSkillsSurfaceDiffer/unreadable_skills_directory_is_a_typed_loss	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves import skill inventory read failures
internal/envprofile	TestUpdatePathSnapshotUnreadableIsNotAbsent	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves path snapshot read failures
internal/envprofile	TestStatusScopeMarkerAbsenceAndUnreadabilityDiffer/unreadable_marker_is_unknown_with_a_typed_diagnostic	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves status marker read failures
internal/envprofile	TestStatusOrphanMarkerAbsenceAndUnreadabilityDiffer/unreadable_marker_is_reported,_not_treated_as_absence	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves orphan marker read failures
internal/envprofile	TestStatusUnreadableOrphanInventoryIsNotEmpty	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves orphan inventory read failures
internal/envprofile	TestStatusBackupInventoryAbsenceAndUnreadabilityDiffer/unreadable_backup_inventory_is_unknown_and_non-current	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves backup inventory read failures
internal/envprofile	TestRemovePurgeMarkerAbsenceAndUnreadabilityDiffer/unreadable_marker_refuses_before_purge_writes	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves purge marker preflight failures
internal/globalbins	TestRefreshAndStageRefuseAnUnreadableOwnershipLedger	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves refresh and staging preserve ledger read failures
internal/scopes	TestConsumerRegistryAbsenceAndUnreadabilityDiffer	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves consumer registry failures
internal/scopes	TestSweepRuntimeAbsenceAndUnreadabilityDiffer	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves runtime root inventory failures
internal/scopes	TestSweepRuntimeUnreadableSkillInventoryIsNotIgnored	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves runtime skill inventory failures
internal/scopes	TestHybridManifestAbsenceAndUnreadabilityDiffer	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves hybrid manifest failures
internal/scopes	TestCollectStaysFailSafeAcrossConsecutivePasses/unreadable_installed_skill_directory	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves GC retains state when a skill directory cannot be read
internal/scopes	TestCollectSkipsTheBuildSweepOnUnprovableReferences/unreadable_global_skills_directory	linux,darwin	windows	platform-control	POSIX mode-bit unreadability proves GC refuses an unprovable skill inventory
internal/marker	TestCurrentDistinguishesAbsentAndUnreadable	linux,darwin	windows	platform-control	POSIX mode-bit unreadability is the fixture used to prove Current preserves failed reads
internal/marker	TestReadStateDistinguishesAbsentAndUnreadable	linux,darwin	windows	platform-control	POSIX mode-bit unreadability is the fixture used to prove ReadState preserves failed reads
internal/ui	TestSkillsUnderDistinguishesAbsentAndUnreadableMarkers	linux,darwin	windows	platform-control	POSIX mode-bit unreadability is the fixture used to prove the skills view preserves failed reads
internal/moduleroots	TestModuleRootVectors	linux,darwin,windows	linux,darwin,windows	root-unset	the published module-roots family drives declaration/containment and the replace bijection at their own failure boundaries
internal/godriver	TestModuleRootVectorsDriveTheWholeBuild	linux,darwin,windows	linux,darwin,windows	root-content	the published module-roots family drives the go-v1 driver to the exact process state each case records
internal/scriptpolicy	TestScriptHostExecutionPolicySectionsAreAllClassified	linux,darwin,windows	linux,darwin,windows	root-unset	every section of the published script-worker family is classified, so a new one cannot be ignored
internal/scriptpolicy	TestScriptExecutionPolicyIdentityMatchesTheSuite	linux,darwin,windows	linux,darwin,windows	root-unset	the closed policy identity and interpreter set this build hard-codes are the suite's own
internal/scriptpolicy	TestScriptExecutionOptInCases	linux,darwin,windows	linux,darwin,windows	root-unset	every published opt-in case decides manifest acceptance and enforced/declared-only classification
internal/scriptpolicy	TestEnforcedShapesProceedPastAdmission	linux,darwin,windows	linux,darwin,windows	root-unset	every enforced shape the suite declares is admitted now that the control table is complete, and an unknown policy keeps policy-unsupported
internal/scriptpolicy	TestMandatoryControlsMatchTheSuite	linux,darwin,windows	linux,darwin,windows	root-unset	the 11-control preflight table this build enforces matches the published set in order
internal/scriptpolicy	TestPreflightRefusalCases	linux,darwin,windows	linux,darwin,windows	root-unset	the install/invoke mandatory-control-unavailable cases refuse with control-unavailable and start no worker
# R2 capability derivation and portable controls (TASK-260916-1h82gq) plus R3
# native probes, evidence, and preflight (TASK-260916-1l44nd): the rows
# below execute the real worker process. Platform-scoped inventory rows run
# on their lanes and skip elsewhere only through the ledger vocabulary.
internal/scriptpolicy	TestPreflightTableCompleteAdmitsEnforced	linux,darwin,windows	-	-	every mandatory control is implemented with no owner remaining, nothing is missing, and an enforced command is admitted
internal/scriptpolicy	TestPreflightTableAccessorIsACopy	linux,darwin,windows	-	-	the R2 injection seam is removed and mutating the accessor copy cannot move the preflight table
internal/scriptworker	TestCapabilityDerivationAllFieldsAbsentDenyByDefault	linux,darwin,windows	-	-	an absent declaration derives the offline environment, the interpreter-only PATH farm, and no project root
internal/scriptworker	TestCapabilityDerivationNetworkHostsReportingOnly	linux,darwin,windows	-	-	declared network hosts are recorded reporting-only and never applied as a filter
internal/scriptworker	TestCapabilityDerivationExecIsManagerResolved	linux,darwin,windows	-	-	the built PATH exposes exactly the resolved interpreter and manager-resolved exec names; inherited PATH is discarded
internal/scriptworker	TestPathFarmPreservesSingleLinkIdentity	linux,darwin,windows	-	-	farm construction adds no filesystem link to a verified executable, so the launch-boundary check still verifies it
internal/scriptworker	TestCapabilityDerivationSecretsRemainIdentifiers	linux,darwin,windows	-	-	secret identifiers never resolve to values and never widen the environment
internal/scriptworker	TestManagerBuiltEnvironmentWithholdsReserved	linux,darwin,windows	-	-	every reserved name stays out of the interpreter environment with per-interpreter, macOS, and Windows scoping
internal/scriptworker	TestOfflineScrubWhenNetworkNone	linux,darwin,windows	-	-	no proxy or resolver configuration survives when the derived network is none
internal/scriptworker	TestInterpreterWithoutReservedSetIsRefused	linux,darwin,windows	-	-	an interpreter identifier without a reserved set never launches
internal/scriptworker	TestOperationPrivateRuntimeAreaApplied	linux,darwin,windows	-	-	the working directory follows the filesystem derivation and the private roots are bound through the platform environment
internal/scriptworker	TestWorkerRevalidatesDerivedEnvironment	linux,darwin,windows	-	-	a mis-derived environment refuses at the worker before the interpreter starts
internal/scriptworker	TestWorkerWaitsForPermit	linux,darwin,windows	-	-	the interpreter never starts before the parent permit, and a declined permit ends cleanly
internal/scriptworker	TestWorkerRejectsPermitWithForeignNonce	linux,darwin,windows	-	-	the permit frame is bound to the session nonce
internal/scriptworker	TestParentWithholdsPermitOnProofMismatch	linux,darwin,windows	-	-	a forged worker proof earns no permit and the run refuses
internal/scriptworker	TestParentRejectsWrongStartedCount	linux,darwin,windows	-	-	a worker reporting other than one started program refuses
internal/scriptworker	TestLaunchDrivesDerivation	linux,darwin,windows	-	-	the production entry runs the derived profile with the complete table and the report records the derivation
internal/scriptworker	TestProductionBinaryLaunchesWhenHostProvides	linux,darwin,windows	-	-	a fresh production process admits through skill check, an executed launcher with a bound interpreter runs, and an unbound one refuses control-unavailable
internal/scriptworker	TestNativeLauncherWorkerModeWinsOverShimDispatch	linux,darwin,windows	-	-	a sidecar-paired launcher re-executed in worker mode speaks the worker protocol instead of redispatching
internal/install	TestEnforcedScriptCommandInstallsNativeLauncher	linux,darwin,windows	-	-	install publishes a native launcher plus sidecar, records the derivation, and the launcher runs the derived profile
internal/install	TestEnforcedToDeclaredOnlyFlipRemovesNativeLauncher	linux,darwin,windows	-	-	a flip to declared-only removes the native launcher and sidecar and restores the ordinary shim
internal/scriptpolicy	TestHostControlErrorNamesUnavailableControls	linux,darwin,windows	-	-	the host preflight refusal carries control-unavailable and names the unavailable controls
internal/scriptworker	TestScriptEvidenceMutationsRefuseBeforePermit	linux,darwin,windows	-	-	the twelve forged evidence records refuse before the permit with the vector diagnostic and earn no permit
internal/scriptworker	TestScriptEvidenceMutationsRefuseBeforePermit/*	-	windows	platform-control	the host-conditional contradiction subtest skips on Windows, whose inventory has no host-conditional control
internal/scriptworker	TestScriptEvidenceSecondRecordRefuses	linux,darwin,windows	-	-	a result carrying a second record refuses capability-evidence-invalid after the permit
internal/scriptworker	TestScriptEvidenceValidRecordSucceeds	linux,darwin,windows	-	-	a valid invocation carries exactly one closed result-only record with probe-consistent statuses
internal/scriptworker	TestPreflightRefusesUnavailableControlAtInvocation	linux,darwin,windows	-	-	an unavailable mandatory control refuses control-unavailable at invocation and starts no worker
internal/scriptworker	TestLinuxPidsMaxProbeAvailableApplies	linux	darwin,windows	platform-control	a delegated cgroup hierarchy applies the aggregate limits and reports them applied on the Linux lane
internal/scriptworker	TestLinuxPidsMaxProbeUnavailableSucceeds	linux	darwin,windows	platform-control	a hierarchy without delegation reports pids unavailable and the invocation still succeeds on the Linux lane
internal/scriptworker	TestLinuxHostConditionalUnavailableSucceeds	linux	darwin,windows	platform-control	the true Linux probe determines every host-conditional control and absent ones report unavailable
internal/scriptworker	TestLinuxHostProbeAndEvidenceAreConsistent	linux	darwin,windows	platform-control	two consecutive true Linux probes agree and the invocation record validates against them
internal/scriptworker	TestLinuxLandlockConfinementMatchesProbe	linux	darwin,windows	platform-control	Landlock grants exactly the derived path set and the farm, proved by allowed and denied writes and spawns
internal/scriptworker	TestLandlockHandledMaskFollowsABI	linux,darwin,windows	-	-	the handled mask gates every right on the probed ABI and never requests more than it provides
internal/scriptworker	TestLandlockRuleRightsFollowObjectType	linux,darwin,windows	-	-	each rule carries only handled rights valid for its object type
internal/scriptworker	TestReviewerABI1MutationRights	linux,darwin,windows	-	-	the ABI-1 handled set carries every creation/removal right since ABI 1 and requests no refer
internal/scriptworker	TestLandlockConstructionConfirmsTypedRules	linux	darwin,windows	platform-control	the pre-ready confirmation builds the exact enforcement ruleset without restricting the caller
internal/scriptworker	TestLinuxLandlockProbeFindsPresentControls	linux	darwin,windows	platform-control	the true Linux probe proves the full enforcement sequence and finds both Landlock controls present
internal/scriptworker	TestLinuxLandlockProbeChildAnswersAtTheBoundary	linux	darwin,windows	platform-control	the re-executed probe child exits 0 over an owned directory and nonzero over a missing path
internal/scriptworker	TestLinuxMissingDerivedPathRefusesWriteConfinement	linux	darwin,windows	platform-control	a derived path that cannot be ruled refuses its own control without voiding the execute denial
internal/scriptworker	TestLinuxWriteConfinementTruncateMatchesProbe	linux	darwin,windows	platform-control	truncation outside the derived path set is denied with content preserved while a granted file truncates and overwrites
internal/scriptworker	TestLinuxWriteConfinementDirectoryMutationMatchesProbe	linux	darwin,windows	platform-control	entry creation and removal outside the derived path set is denied with state preserved while the same operations inside a granted directory succeed
internal/scriptworker	TestFixedUnavailableControlDoesNotReject	linux,darwin,windows	-	-	a fixed-unavailable control reports unavailable and the invocation succeeds
internal/scriptworker	TestWindowsJobLimitsAppliedAndConfirmed	windows	linux,darwin	platform-control	the job-backed controls install on the private job, confirm by query, and report applied
internal/scriptworker	TestHostProbeReportsClosedInventory	linux,darwin,windows	-	-	the per-invocation probe reports the eight closed controls with the table availabilities and timing
internal/scriptworker	TestLoadShimSidecarRejectsMalformed	linux,darwin,windows	-	-	every malformed launcher contract refuses package-influence and the launcher exits 1
internal/scriptworker	TestRunShimWritesDiagnosticsRecord	linux,darwin,windows	-	-	a successful launcher persists one result-only evidence and derivation record at the operator destination
internal/scriptworker	TestRunShimToleratesUnusableDiagnosticsDir	linux,darwin,windows	-	-	an unusable diagnostics destination never fails the invocation
internal/scriptworker	TestDerivedPathSetShapes	linux,darwin,windows	-	-	the carried path set is exactly the declared paths beneath the project root and escapes refuse
internal/scriptworker	TestScriptEvidenceOrderMismatchRefuses	linux,darwin,windows	-	-	a reordered record refuses capability-evidence-invalid and earns no permit
internal/scriptworker	TestFixedUnavailableControlsAreNeverProbed	linux,darwin,windows	-	-	faults injected for fixed-unavailable controls never fire and the invocation succeeds
internal/scriptworker	TestWorkerRejectsMalformedInventory	linux,darwin,windows	-	-	every malformed inventory shape refuses at the worker before the interpreter runs
internal/scriptworker	TestWorkerConfirmsFileSizeBound	linux,darwin	windows	platform-control	the worker confirms the installed per-file bound and reports the control applied
internal/scriptworker	TestWorkerRejectsWrongFileSizeBound	linux,darwin,windows	-	-	a mismatched per-file bound refuses capability-evidence-invalid
internal/install	TestEnforcedScriptCommandIsRefusedAtInstall	linux,darwin,windows	-	-	an unavailable mandatory control refuses control-unavailable at install and publishes nothing
internal/install	TestActiveEnforcedScriptCommandsRefusesUnavailableHost	linux,darwin,windows	-	-	the enforced writer refuses control-unavailable naming the node and the control
internal/install	TestScriptOptInCasesAtInstallEntry	linux,darwin,windows	-	-	the six opt-in shapes install or refuse at the production install entry
internal/install	TestEnforcedInstallAndLaunchAtCLIEntry	linux,darwin,windows	-	-	the built binary installs by argv dispatch and the installed launcher runs the script
internal/install	TestGlobalEnforcedInstallExcludesForwardingMirror	linux,darwin,windows	-	-	a global enforced install publishes the native launcher and no forwarding wrapper
internal/runtimestore	TestManagedEnforcedShimDerivesNativeNames	linux,darwin,windows	-	-	enforced launcher destinations are native executable paths with a paired sidecar, never a .cmd wrapper
internal/runtimestore	TestStageEnforcedShimTransitionStagesManagerCopies	linux,darwin,windows	-	-	staging materializes native manager copies plus sidecars and removes stale launchers
internal/runtimestore	TestManagedEnforcedShimsInKeysBySidecar	linux,darwin,windows	-	-	enforced launcher enumeration follows sidecar presence
internal/runtimestore	TestStageEnforcedShimTransitionRefusesBadInput	linux,darwin,windows	-	-	empty sidecars, duplicate launchers, and overlapping staging roots refuse
# R1 script manager/worker invocation (TASK-260916-3dmjbc): the launch-path
# rows below execute the real worker process on every runner, like the go-v1
# worker rows. None of them skips: symlink-dependent rows stay out of the
# ledger and run best-effort with host-capability skips.
internal/scriptworker	TestRunSessionHappyPath	linux,darwin,windows	-	-	the manager launches the identity-verified script worker and returns verbatim args with the child exit status
internal/scriptworker	TestRunSessionRechecksIdentityAtLaunchBoundary	linux,darwin,windows	-	-	a manager binary replaced between resolve and exec never runs
internal/scriptworker	TestRunSessionTerminatesDescendants	linux,darwin,windows	-	-	an interpreter descendant that outlives the interpreter is reaped by the worker-domain teardown
internal/scriptworker	TestRunSessionRejectsPATHInterpreter	linux,darwin,windows	-	-	the launch never consults the user PATH: unconfigured refuses and configured wins
internal/scriptworker	TestBuiltCuratorWorkerHandshake	linux,darwin,windows	-	-	the built curator answers the fixed hidden script-worker mode with an identity proof and one invocation
internal/scriptworker	TestScriptWorkerHappyPath	linux,darwin,windows	-	-	the hidden worker proves identity, verifies the interpreter, and runs the runtime entry
internal/scriptworker	TestScriptWorkerRejectsTamperedInterpreter	linux,darwin,windows	-	-	a tampered interpreter file is refused before it runs
internal/scriptworker	TestResolveInterpreterFromOperatorConfigOnly	linux,darwin,windows	-	-	both closed interpreter identifiers resolve from operator-trusted configuration only
internal/scriptworker	TestResolveInterpreterRejectsWrapperImage	linux,darwin,windows	-	-	a wrapper or non-native interpreter binding is refused at resolution before any worker starts
internal/scriptworker	TestScriptWorkerRejectsWrapperImage	linux,darwin,windows	-	-	a wrapper or non-native interpreter binding is refused by the worker before it runs
internal/config	TestManagerConfigV2SchemaCases	linux,darwin,windows	-	-	the published manager-config-v2 family is accepted or rejected through the config reader
internal/config	TestSystemConfigV2SchemaCases	linux,darwin,windows	-	-	the published system-config-v2 family merges or fails through the config loader
internal/config	TestManagerConfigV2Vectors	linux,darwin,windows	-	-	the published manager-config-v2 vectors render the expected effective configuration
internal/config	TestSystemV2LockableSubsetIsClassWide	linux,darwin,windows	-	-	the system file carries exactly the transcribed section 12.2 set class-wide: every lockable key is carriable and every non-lockable key is refused

# ===========================================================================
# Stage (b): managed homes, fragment, and umbrella rows.
# Every row is required on all three runners except the POSIX launcher
# fixtures, which tolerate the registered host-capability skip on Windows.
internal/contextmaterialize	TestReferencedRejectsCodex	linux,darwin,windows	-	-	the referenced form for an adapter without it fails with environment_form_unsupported, never a silent fallback
internal/contextmaterialize	TestCodexTOMLExactness	linux,darwin,windows	-	-	the codex MCP layer renders the fixed TOML bytes with sorted tables and the reserved layer name
internal/contextmaterialize	TestMCPEnvNamesUnion	linux,darwin,windows	-	-	the fragment env_names union is sorted over every member server
internal/envregistry	TestIsolationMatrix	linux,darwin,windows	-	-	the credential isolation matrix refuses isolated for opencode and shared for claude_code on macOS at the pin
internal/envregistry	TestFormUnsupported	linux,darwin,windows	-	-	a configured form the adapter does not support fails, never falls back
internal/envfragment	TestFragmentJSONCanonical	linux,darwin,windows	-	-	the launch fragment renders byte-exact CCJ-1 plus one LF
internal/envfragment	TestCheckBoundary	linux,darwin,windows	-	-	the profile-influence boundary refuses undeclared names, relative values, traversal, and out-of-root paths
internal/envprofile	TestResolveProvisionRepair	linux,darwin,windows	-	-	resolve --repair provisions the managed home with marker records and the first-resolve notice, and a bare resolve emits identical bytes
internal/envprofile	TestResolveStaleUnprovisioned	linux,darwin,windows	-	-	a stale home without --repair reports environment_home_stale with reasons and emits no fragment
internal/envprofile	TestResolveDriftRepair	linux,darwin,windows	-	-	drifted copies and replaced links go stale and repair restores managed bytes without adopting candidate bytes
internal/envprofile	TestResolvePassthroughLiveness	linux,darwin,windows	-	-	a detached passthrough entry goes stale and --repair re-links it
internal/envprofile	TestResolveClaudeProjectEntry	linux,darwin,windows	-	-	a launch directory without its project entry is stale under the referenced form and repair adds it
internal/envprofile	TestResolveLockContention	linux,darwin,windows	-	-	a contended --repair fails with the distinct lock-acquisition diagnostic within the bounded wait
internal/envprofile	TestStatusOrphanRetention	linux,darwin,windows	-	-	removal without purge retains managed homes and status reports each orphan by path
internal/envprofile	TestOpencodeXDGSeeds	linux,darwin,windows	-	-	allowlisted XDG entries seed as recorded parent links and shadows warn without being touched
internal/envprofile	TestSeedUnreadableStopsBeforeFirstWrite	linux,darwin,windows	-	-	an unreadable seed fails provisioning before the first write
internal/envprofile	TestClaudeRootAlwaysCopied	linux,darwin,windows	-	-	the claude_code root context is a copied regular file with its reason under both forms
internal/envprofile	TestCodexUnreadableConfigFails	linux,darwin,windows	-	-	an unreadable native codex config fails instead of defaulting to the file store
internal/envprofile	TestStatusProfileMembersAndUnregistered	linux,darwin,windows	-	-	status carries lock members with weights, precedence primitives, and unregistered env-ids
internal/envregistry	TestSecondaryTargetsBoundToAdapters	linux,darwin,windows	-	-	revision 1 declares two secondary-target rows bound one per adapter and never for other adapters
internal/envfragment	TestFragmentEnvCarriesOnlyEnvObject	linux,darwin,windows	-	-	--format env|shell render exactly the fragment env object, never a channel value
internal/envmarker	TestParseAuthoritativeEnvMarkerSchemaCases	linux,darwin,windows	-	-	the published environment marker family parses under the managed-home rules and every invalid case is rejected
internal/envfragment	TestFragmentAuthoritativeSchemaCases	linux,darwin,windows	-	-	the published fragment family validates against the closed adapter registry and the profile-influence boundary
internal/envfragment	TestFragmentEmissionMatchesReference	linux,darwin,windows	-	-	the emitted canonical fragment re-encodes the published reference bytes exactly
cmd/curator	TestEnvResolveRepairEmitsFragment	linux,darwin,windows	-	-	env resolve --repair provisions through the CLI and emits the launch fragment with the managed home
cmd/curator	TestEnvStatusMatrix	linux,darwin,windows	-	-	env status reports the profile by environment by surface matrix with --check and --json
cmd/curator	TestUmbrellaMissingProvider	linux,darwin,windows	-	-	an unknown subcommand with no provider names the executable and the installation guidance
cmd/curator	TestUmbrellaDispatchesToProvider	linux,darwin	windows	host-capability	the provider receives the remaining arguments verbatim over a POSIX launcher fixture
cmd/curator	TestUmbrellaPropagatesExitCode	linux,darwin	windows	host-capability	the provider exit code is the command exit code over a POSIX launcher fixture

# Opt-in developer probe -- never required, always tolerated.
# ===========================================================================
internal/hashing	TestCrossCheckTree	-	linux,darwin,windows	opt-in	cross-implementation tree digest probe, enabled by an explicit developer env var

# ===========================================================================
# Stage (c): composition, the path kind, onboarding takeover, and import rows.
# Hermetic fixtures only: every row is required on all three runners.
internal/config	TestPathOverlayDeclarationParses	linux,darwin,windows	-	-	a path overlay parses with no requirement form at all, in every path spelling the landed discriminator admits (absolute, relative, colon-in-a-later-segment, and all four Windows drive spellings)
internal/envprofile	TestPathOverlayJoinsClosure	linux,darwin,windows	-	-	a form-free path overlay joins the closure flagged overlay at the machine default weight and survives update
internal/envprofile	TestPathOverlayFormIsSourceInvalid	linux,darwin,windows	-	-	a range, tag, revision, or directory on a path overlay is profile_source_invalid at resolution
internal/config	TestGitOverlayDeclarationParses	linux,darwin,windows	-	-	a git overlay parses with exactly one requirement form in every git spelling the landed discriminator admits, and is refused with none
internal/identity	TestClassifySourceMatrix	linux,darwin,windows	-	-	the one source-kind discriminator classifies git, path, and refused exactly as the landed manager-config-v2 $defs/overlay patterns do
internal/identity	TestClassifySourceNeverProbesTheFilesystem	linux,darwin,windows	-	-	the discriminator returns the same verdict with a directory of the operand name planted in the working directory
internal/identity	TestClassifySourceEcmaWhitespace	linux,darwin,windows	-	-	the transcribed whitespace class is ECMA-262 \s, not Go \s, so an exotic space classifies as the schema classifies it
internal/identity	TestParseOneCharacterHostIsANetworkIdentity	linux,darwin,windows	-	-	a one-character section 6.1 host canonicalizes as a network identity while every Windows drive spelling stays local
internal/envprofile	TestInstallOperandKindIsSyntactic	linux,darwin,windows	-	-	the profile install operand kind is decided by spelling alone through the one discriminator, widened only so a canonical network identity stays git, and a colon in a later segment is a path operand
internal/envprofile	TestInstallNeverDemotesANetworkIdentityToAPath	linux,darwin,windows	-	-	no install operand carrying a core 6.1 canonical network identity is classified path, over both spellings of that class -- the canonicalizable URL or SCP remote and the bare already-canonical host/path the install widening exists for -- which is what would hand it the allowlist bypass
internal/envprofile	TestInstallRefusesANonSourceOperand	linux,darwin,windows	-	-	an install operand that is neither a git source nor a path is refused with profile_source_invalid before any clone
internal/envprofile	TestOverlayInvalidSourceKindIsSourceInvalid	linux,darwin,windows	-	-	an overlay source that is neither kind is profile_source_invalid at resolution and never cloned
internal/envprofile	TestSCPOverlayResolvesAsGit	linux,darwin,windows	-	-	an SCP overlay spelling resolves over the network, pins a commit, and records its canonical identity
internal/envprofile	TestOverlayExplicitWeightOverridesDefault	linux,darwin,windows	-	-	a declared overlay weight outranks the manifest weight and the default
internal/envprofile	TestGitOverlayJoinsClosure	linux,darwin,windows	-	-	a machine-declared git overlay resolves jointly with the root and pins its commit
